timestamp_fixed,cat,altitude_ft,altitude_m,cap,external_adc,humid,lat,lng,long,oxid_gas,prec_gas,pressure,reduc_gas,speed,t_amb,t_ext,t_int,t_ired,temp_ired,volt,timestamp_offset
2016-04-16 13:23:51,HAB_3,14699.01622,NA,2610,1.56,13.4,38.46933,-89.53483,-89.53483,26350,-3.8,48036,238344,52,39.3,NA,NA,30.2,NA,NA,780
2015-03-14 18:35:30,HAB_0,15089,4599.13,2500,NA,14.3,38.40683,-89.66383,NA,11495,-4,59232,114707,50,13.1666666667,-5,16,NA,13.1111111111,8165,900
2015-03-14 18:36:00,HAB_0,15594,4753.05,2484,NA,14.9,38.40367,-89.665,NA,11157,-4,57116,115243,46,12.0555555556,-7,16,NA,12.6111111111,8104,930
2016-04-16 13:19:51,HAB_2,15735,4796.028,2531,1.556,16.1,38.5716666666667,-89.6886111111111,NA,21375,-4.2,56124,242586,NA,48.2,NA,NA,0.5,NA,NA,960
2016-04-16 13:24:51,HAB_3,15856.00444,NA,2625,1.473,12.8,38.46183,-89.52783,-89.52783,28651,-3.8,46236,242112,62,37,NA,NA,1.2,NA,NA,840
2015-03-14 18:36:30,HAB_0,16116,4912.16,2484,NA,14.9,38.40067,-89.666,NA,11157,-4,57116,115243,54,12.0555555556,-9,15,NA,12.6111111111,8125,960
2015-03-14 18:37:00,HAB_0,16590,5056.63,2469,NA,16.4,38.39683,-89.66683,NA,11578,-4.5,54788,121380,57,10.7777777778,-10,15,NA,10.6111111111,8125,990
2016-04-16 13:20:51,HAB_2,17055,5198.364,2578,1.451,16.1,38.5761111111111,-89.6838888888889,NA,22589,-3.7,54092,232568,NA,46.5,NA,NA,-11.7,NA,NA,1020
2016-04-16 13:21:51,HAB_2,17055,5198.364,2578,1.513,15.8,38.5761111111111,-89.6838888888889,NA,23132,-3.9,51924,239281,NA,44.4,NA,NA,-7.9,NA,NA,1080
2015-03-14 18:37:30,HAB_0,17155,5228.84,2469,NA,16.4,38.3935,-89.667,NA,11578,-4.5,54788,121380,43,10.7777777778,-11,14,NA,10.6111111111,8104,1020
2015-03-14 18:38:00,HAB_0,17725,5402.58,2453,NA,18.6,38.3905,-89.6665,NA,11484,-4.2,52400,138139,39,9.0555555556,-12,13,NA,8.3888888889,8145,1050
2016-04-16 13:26:51,HAB_3,18050.98483,NA,2641,1.587,11.7,38.44983,-89.50817,-89.50817,32176,-3.2,43072,250796,65,32.3,NA,NA,-9.8,NA,NA,960
2015-03-14 18:38:30,HAB_0,18261,5565.95,2453,NA,18.6,38.38833,-89.666,NA,11484,-4.2,52400,138139,39,9.0555555556,-11,12,NA,8.3888888889,8145,1080
2016-04-16 13:22:51,HAB_2,18715,5704.332,2594,1.56,14.7,38.5825,-89.6983333333333,NA,24289,-3.9,49992,242112,NA,42.1,NA,NA,34.7,NA,NA,1140
2015-03-14 18:39:00,HAB_0,18810,5733.29,2453,NA,22.4,38.38733,-89.66433,NA,11697,-4,50012,156233,19,7.3333333333,-12,11,NA,7.5,8145,1110
2016-04-16 13:27:51,HAB_3,19158.00586,NA,2656,1.567,11.3,38.44617,-89.499,-89.499,33762,-3.2,41552,247868,54,30.8,NA,NA,-31.8,NA,NA,1020
2015-03-14 18:39:30,HAB_0,19341,5895.14,2453,NA,22.4,38.3875,-89.66167,NA,11697,-4,50012,156233,46,7.3333333333,-11,11,NA,7.5,8125,1140
2016-04-16 13:23:51,HAB_2,19410,5916.168,2610,1.56,13.4,38.5838888888889,-89.7038888888889,NA,26350,-3.8,48036,238344,NA,39.3,NA,NA,30.2,NA,NA,1200
2016-04-16 13:24:51,HAB_2,19693,6002.4264,2625,1.473,12.8,38.5852777777778,-89.7005555555556,NA,28651,-3.8,46236,242112,NA,37,NA,NA,1.2,NA,NA,1260
2015-03-14 18:40:00,HAB_0,19891,6062.78,2438,NA,28.2,38.38817,-89.65717,NA,11507,-3.7,47860,180366,57,5.9444444444,-13,11,NA,6.5555555556,8125,1170
2016-04-16 13:28:51,HAB_3,20258.0059,NA,2672,1.373,11.1,38.44333,-89.489,-89.489,34990,-3.4,40136,252765,56,28.4,NA,NA,-77.6,NA,NA,1080
2015-03-14 18:40:30,HAB_0,20379,6211.52,2438,NA,28.2,38.38867,-89.6525,NA,11507,-3.7,47860,180366,44,5.9444444444,-12,10,NA,6.5555555556,8125,1200
2015-03-14 18:41:00,HAB_0,20936,6381.29,2438,NA,24.2,38.38917,-89.648,NA,12725,-3.7,45876,186880,59,4.8888888889,-14,10,NA,5.9444444444,8125,1230
2016-04-16 13:25:51,HAB_2,21294,6490.4112,2641,1.544,12.2,38.5819444444444,-89.7030555555556,NA,29493,-3.5,44740,249816,NA,34.4,NA,NA,2.2,NA,NA,1320
2015-03-14 18:41:30,HAB_0,21478,6546.49,2438,NA,24.2,38.39,-89.6435,NA,12725,-3.7,45876,186880,56,4.8888888889,-14,10,NA,5.9444444444,8104,1260
2015-03-14 18:42:00,HAB_0,21899,6674.82,2438,NA,23.3,38.3915,-89.639,NA,13299,-3.8,43916,191264,50,3.9444444444,-14,10,NA,5.1111111111,8125,1290
2016-04-16 13:26:51,HAB_2,22322,6803.7456,2641,1.587,11.7,38.58,-89.7063888888889,NA,32176,-3.2,43072,250796,NA,32.3,NA,NA,-9.8,NA,NA,1380
2015-03-14 18:42:30,HAB_0,22394,6825.69,2438,NA,23.3,38.39317,-89.63467,NA,13299,-3.8,43916,191264,54,3.9444444444,-16,9,NA,5.1111111111,8125,1320
2015-03-14 18:43:00,HAB_0,22888,6976.26,2422,NA,20.9,38.39517,-89.62967,NA,14173,-3.6,42184,188775,57,3.0555555556,-17,9,NA,3.9444444444,8125,1350
2016-04-16 13:27:51,HAB_2,23130,7050.024,2656,1.567,11.3,38.5755555555556,-89.7077777777778,NA,33762,-3.2,41552,247868,NA,30.8,NA,NA,-31.8,NA,NA,1440
2016-04-16 13:28:51,HAB_2,23130,7050.024,2672,1.373,11.1,38.5755555555556,-89.7077777777778,NA,34990,-3.4,40136,252765,NA,28.4,NA,NA,-77.6,NA,NA,1500
2015-03-14 18:43:30,HAB_0,23332,7111.59,2422,NA,20.9,38.39667,-89.62433,NA,14173,-3.6,42184,188775,59,3.0555555556,-17,9,NA,3.9444444444,8104,1380
2015-03-14 18:44:00,HAB_0,23817,7259.42,2422,NA,22.5,38.3985,-89.619,NA,15024,-3.7,40520,191071,63,2.2777777778,-19,9,NA,3.3888888889,8084,1410
2016-04-16 13:29:51,HAB_2,24119,7351.4712,2688,1.36,10.9,38.5688888888889,-89.7086111111111,NA,37172,-3.5,38692,254253,NA,26.5,NA,NA,-61,NA,NA,1560
2015-03-14 18:44:30,HAB_0,24372,7428.59,2422,NA,22.5,38.40067,-89.61433,NA,15024,-3.7,40520,191071,57,2.2777777778,-19,8,NA,3.3888888889,8104,1440
2016-04-16 13:33:51,HAB_3,24695.99817,NA,2703,1.335,10.6,38.42533,-89.448,-89.448,49315,-3,33048,283101,NA,14.6,NA,NA,-29,NA,NA,1380
2015-03-14 18:45:00,HAB_0,24842,7571.84,2422,NA,22.8,38.402,-89.60883,NA,14847,-3.7,38856,192808,63,1.4444444444,-21,8,NA,1.8333333333,8064,1470
2015-03-14 18:45:30,HAB_0,25347,7725.77,2422,NA,22.8,38.40383,-89.60333,NA,14847,-3.7,38856,192808,69,1.4444444444,-22,8,NA,1.8333333333,8104,1500
2015-03-14 18:46:00,HAB_0,25823,7870.85,2422,NA,21.9,38.40567,-89.59783,NA,14615,-3.4,37164,210091,61,0.5555555556,-23,8,NA,0.8888888889,8084,1530
2016-04-16 13:34:51,HAB_3,25847.99951,NA,2703,1.399,10.4,38.41967,-89.43783,-89.43783,54052,-3.3,31920,289822,NA,12.3,NA,NA,-171.4,NA,NA,1440
2016-04-16 13:30:51,HAB_2,26185,7981.188,2688,1.223,10.7,38.575,-89.7080555555556,NA,40176,-3.4,37044,259525,NA,22.1,NA,NA,-18.4,NA,NA,1620
2015-03-14 18:46:30,HAB_0,26265,8005.57,2422,NA,21.9,38.40717,-89.5925,NA,14615,-3.4,37164,210091,59,0.5555555556,-24,7,NA,0.8888888889,8028,1560
2015-03-14 18:47:00,HAB_0,26759,8156.14,2422,NA,19.6,38.40867,-89.587,NA,15504,-3.8,35668,203511,61,-0.1666666667,-24,7,NA,0.5,8028,1590
2016-04-16 13:31:51,HAB_2,27041,8242.0968,2688,1.205,10.6,38.5691666666667,-89.7044444444444,NA,43425,-2.9,35684,275461,NA,19.5,NA,NA,-81,NA,NA,1680
2015-03-14 18:47:30,HAB_0,27253,8306.71,2422,NA,19.6,38.40983,-89.58167,NA,15504,-3.8,35668,203511,52,-0.1666666667,-24,7,NA,0.5,8008,1620
2016-04-16 13:32:51,HAB_2,27631,8421.9288,2688,1.396,10.8,38.5627777777778,-89.7016666666667,NA,46319,-3.4,34456,274923,NA,17.8,NA,NA,-53.9,NA,NA,1740
2015-03-14 18:48:00,HAB_0,27737,8454.24,2422,NA,17.8,38.41083,-89.57633,NA,16589,-4.1,34160,194363,54,-0.7777777778,-26,7,NA,-0.5555555556,8008,1650
2015-03-14 18:48:30,HAB_0,28268,8616.09,2422,NA,17.8,38.41133,-89.57067,NA,16589,-4.1,34160,194363,61,-0.7777777778,-28,7,NA,-0.5555555556,8008,1680
2015-03-14 18:49:00,HAB_0,28747,8762.09,2422,NA,16.1,38.41167,-89.56517,NA,17284,-3.4,32624,185562,63,-1.4444444444,-28,7,NA,-1.6666666667,8008,1710
2016-04-16 13:33:51,HAB_2,28773,8770.0104,2703,1.335,10.6,38.5558333333333,-89.71,NA,49315,-3,33048,283101,NA,14.6,NA,NA,-29,NA,NA,1800
2016-04-16 13:36:51,HAB_3,29125.00093,NA,2703,1.316,10.2,38.3955,-89.41117,-89.41117,64357,-2.9,29540,301690,73,5.9,NA,NA,-124.9,NA,NA,1560
2015-03-14 18:49:30,HAB_0,29148,8884.31,2422,NA,16.1,38.41183,-89.5595,NA,17284,-3.4,32624,185562,59,-1.4444444444,-30,6,NA,-1.6666666667,8008,1740
2016-04-16 13:34:51,HAB_2,29272,8922.1056,2703,1.399,10.4,38.5608333333333,-89.7058333333333,NA,54052,-3.3,31920,289822,NA,12.3,NA,NA,-171.4,NA,NA,1860
2015-03-14 18:50:00,HAB_0,29624,9029.4,2422,NA,14.8,38.41217,-89.554,NA,17781,-3.8,31332,183321,59,-2.0555555556,-31,6,NA,-2.3888888889,7988,1770
2016-04-16 13:35:51,HAB_2,29729,9061.3992,2703,1.517,10.5,38.5555555555556,-89.7022222222222,NA,57137,-3.3,30708,292099,NA,10.3,NA,NA,-106.5,NA,NA,1920
2015-03-14 18:50:30,HAB_0,30125,9182.1,2422,NA,14.8,38.41233,-89.5485,NA,17781,-3.8,31332,183321,63,-2.0555555556,-31,6,NA,-2.3888888889,7988,1800
2016-04-16 13:39:51,HAB_3,30147.0154,NA,2703,1.507,9.8,38.3865,-89.401,-89.401,83250,-3.3,25940,315619,NA,-2.2,NA,NA,-96.1,NA,NA,1740
2015-03-14 18:51:00,HAB_0,30606,9328.71,2438,NA,13.7,38.41233,-89.543,NA,18382,-3.5,29980,181839,59,-2.7777777778,-30,6,NA,-3.7777777778,7988,1830
2016-04-16 13:36:51,HAB_2,30953,9434.4744,2703,1.316,10.2,38.5483333333333,-89.6958333333333,NA,64357,-2.9,29540,301690,NA,5.9,NA,NA,-124.9,NA,NA,1980
2016-04-16 13:37:51,HAB_2,30953,9434.4744,2703,1.285,10,38.5483333333333,-89.6958333333333,NA,75185,-2.7,28376,315930,NA,3.6,NA,NA,-92.2,NA,NA,2040
2015-03-14 18:51:30,HAB_0,31026,9456.72,2438,NA,13.7,38.41233,-89.5375,NA,18382,-3.5,29980,181839,61,-2.7777777778,-31,6,NA,-3.7777777778,7988,1860
2015-03-14 18:52:00,HAB_0,31442,9583.52,2438,NA,13.2,38.41233,-89.532,NA,19170,-3.4,28812,177088,56,-3.5,-33,5,NA,-3.7777777778,7988,1890
2015-03-14 18:52:30,HAB_0,31916,9728,2438,NA,13.2,38.41217,-89.52683,NA,19170,-3.4,28812,177088,54,-3.5,-35,5,NA,-3.7777777778,7988,1920
2015-03-14 18:53:00,HAB_0,32310,9848.09,2438,NA,12.8,38.41233,-89.52133,NA,19378,-3.6,27620,179086,56,-4.0555555556,-35,5,NA,-5.1111111111,7988,1950
2016-04-16 13:38:51,HAB_2,32364,9864.5472,2703,1.461,9.9,38.5341666666667,-89.6855555555556,NA,80018,-3.2,27296,313456,NA,1.6,NA,NA,-82.9,NA,NA,2100
2015-03-14 18:53:30,HAB_0,32747,9981.29,2438,NA,12.8,38.41267,-89.5165,NA,19378,-3.6,27620,179086,54,-4.0555555556,-36,5,NA,-5.1111111111,7988,1980
2016-04-16 13:40:51,HAB_3,33193.99713,NA,2703,1.224,9.8,38.3595,-89.375,-89.375,87149,-3,25036,318111,193,-4.2,NA,NA,7.8,NA,NA,1800
2015-03-14 18:54:00,HAB_0,33234,10129.72,2453,NA,12.2,38.41333,-89.51167,NA,19416,-3.5,26500,132493,56,-4.7222222222,-37,5,NA,-6,7967,2010
2015-03-14 18:54:30,HAB_0,33689,10268.41,2453,NA,12.2,38.41417,-89.50683,NA,19416,-3.5,26500,132493,48,-4.7222222222,-38,5,NA,-6,7967,2040
2016-04-16 13:39:51,HAB_2,33742,10284.5616,2703,1.507,9.8,38.5388888888889,-89.6919444444444,NA,83250,-3.3,25940,315619,NA,-2.2,NA,NA,-96.1,NA,NA,2160
2015-03-14 18:55:00,HAB_0,34167,10414.1,2453,NA,11.6,38.415,-89.50217,NA,19955,-3.3,25348,162063,46,-5.4444444444,-39,4,NA,-7.3333333333,7967,2070
2016-04-16 13:41:51,HAB_3,34168.0129,NA,2703,1.078,9.8,38.35,-89.36833,-89.36833,92842,-2.7,23976,325716,72,-6.2,NA,NA,-140.1,NA,NA,1860
2015-03-14 18:55:30,HAB_0,34643,10559.19,2453,NA,11.6,38.41567,-89.49717,NA,19955,-3.3,25348,162063,56,-5.4444444444,-40,4,NA,-7.3333333333,7967,2100
2016-04-16 13:40:51,HAB_2,34677,10569.5496,2703,1.224,9.8,38.5333333333333,-89.6855555555556,NA,87149,-3,25036,318111,NA,-4.2,NA,NA,7.8,NA,NA,2220
2016-04-16 13:41:51,HAB_2,34870,10628.376,2703,1.078,9.8,38.53,-89.6775,NA,92842,-2.7,23976,325716,NA,-6.2,NA,NA,-140.1,NA,NA,2280
2015-03-14 18:56:00,HAB_0,35154,10714.94,2469,NA,11.2,38.41567,-89.49167,NA,20591,-3.9,24180,170498,54,-6.1111111111,-41,4,NA,-8.4444444444,7947,2130
2016-04-16 13:42:51,HAB_3,35166.01162,NA,2719,1.054,9.7,38.34183,-89.36067,-89.36067,98445,-2.8,22900,329593,68,-8.7,NA,NA,-117.3,NA,NA,1920
2015-03-14 18:56:30,HAB_0,35546,10834.42,2469,NA,11.2,38.415,-89.48617,NA,20591,-3.9,24180,170498,57,-6.1111111111,-38,4,NA,-8.4444444444,7947,2160
2016-04-16 13:42:51,HAB_2,35841,10924.3368,2719,1.054,9.7,38.5255555555556,-89.6725,NA,98445,-2.8,22900,329593,NA,-8.7,NA,NA,-117.3,NA,NA,2340
2015-03-14 18:57:00,HAB_0,35894,10940.49,2469,NA,11,38.4145,-89.48067,NA,21186,-3.1,23252,176727,56,-6.9444444444,-39,4,NA,-9.6111111111,7947,2190
2016-04-16 13:44:51,HAB_3,36187.99328,NA,2719,0.951,10.2,38.33367,-89.35033,-89.35033,102441,-2.9,21320,332534,NA,-10.2,NA,NA,-84.7,NA,NA,2040
2015-03-14 18:57:30,HAB_0,36239,11045.65,2469,NA,11,38.414,-89.47533,NA,21186,-3.1,23252,176727,61,-6.9444444444,-40,4,NA,-9.6111111111,7947,2220
2015-03-14 18:58:00,HAB_0,36665,11175.49,2469,NA,10.9,38.41417,-89.47017,NA,22522,-3.5,22436,195929,52,-7.6111111111,-42,3,NA,-10,7947,2250
2016-04-16 13:43:51,HAB_2,37017,11282.7816,2719,1.111,10,38.5197222222222,-89.6766666666667,NA,99372,-3,22140,336500,NA,-9.6,NA,NA,-120.1,NA,NA,2400
2015-03-14 18:58:30,HAB_0,37207,11340.69,2469,NA,10.9,38.415,-89.46517,NA,22522,-3.5,22436,195929,54,-7.6111111111,-45,3,NA,-10,7947,2280
2015-03-14 18:59:00,HAB_0,37765,11510.77,2484,NA,10.6,38.4175,-89.4595,NA,24362,-3.4,21276,205548,83,-8.3888888889,-45,3,NA,-12.1111111111,7947,2310
